,first_article,last_article,path_count
821,Weed,Plato,5
822,Autumn,Voting,5
823,Haiti,Reptile,5
824,Wolverine,Hydrogen,5
825,Palmyra_Atoll,Watch,5
826,Coffee,Neon,5
827,United_Malays_National_Organisation,1st_century_BC,5
828,Ethiopian_Wolf,Windows_XP,5
829,Aircraft,Western_Roman_Empire,5
830,First_Macedonian_War,Love,5
831,First_Macedonian_War,Odysseus,5
832,First_Macedonian_War,Iraq,5
833,Peanut,Beirut,5
834,The_Bahamas,Trojan_War,5
835,Chess,England,5
836,The_Cat_in_the_Hat,Sunlight,5
837,Khan_Wali_Khan,Wellington,5
838,Carl_Lewis,Computer_science,5
839,Apricot,Newspaper,5
840,Climate,Bromine,5
841,Meningitis,Zuid-Gelders,5
842,Fresh_water,Elvis_Presley,5
843,Felix_the_Cat,Meteor,5
844,Ulysses_S._Grant,Ethiopia,5
845,Oxbow_lake,Humpback_Whale,5
846,Elvis_Presley,Sparrow,5
847,John_of_England,Mona_Lisa,5
848,Electron,Olympic_Games,5
849,Soil,Trinity,5
850,Privy_Council_of_the_United_Kingdom,Chocolate,5
851,Compact_Disc,Flag_of_Australia,5
852,2003_Atlantic_hurricane_season,Vatican_City,5
853,Uranus,Linux,5
854,Kenya,Weapon,5
855,Wake_Island,Michael_Faraday,5
856,James_I_of_England,Vietnam,5
857,Anatomy,Irish_poetry,5
858,Pyrite,Milky_Way,5
859,Natalie_Portman,Star,5
860,Pashtun_people,Peru,5
861,Fresh_water,Wright_brothers,5
862,Television,Painting,5
863,Qin_Dynasty,Telescope,5
864,Barcelona,Tower_of_London,5
865,The_Beatles_discography,Florida,5
866,Television,16th_century,5
867,Windows_XP,Mario,5
868,Love,Saturn,5
869,Love,Alligator,5
870,Anatomy,George_W._Bush,5
871,Mahatma_Gandhi,Big_Bang,5
872,Palm_oil,Heat,5
873,Fractal,Serbia_and_Montenegro,5
874,Trinity,Coin,5
875,Proton,Tony_Blair,5
876,Beirut,Vertebrate,5
877,Geography_of_India,Beryllium,5
878,Keira_Knightley,The_Lord_of_the_Rings,5
879,Common_Tern,Stegosaurus,5
880,Bridge,Frog,5
881,Cereal,Bhutan,5
882,Theodore_Roosevelt,Eagle,5
883,Nintendo,Osama_bin_Laden,5
884,Michael_Jordan,Periodic_table,5
885,Hawk-Eye,Darth_Vader,5
886,Blue_shark,Football,5
887,New_Zealand,Atheism,5
888,Fatty_acid,United_States_Senate,5
889,Quartz,Republic_of_China,5
890,Kurt_Cobain,Comet,5
891,Extinct_birds,Ocean,5
892,Sulfuric_acid,Weapon,5
893,President_of_the_United_States,Force,5
894,Italy,Toy_Story,5
895,Norfolk,Computer_science,5
896,Barbados,Butter,5
897,Ceres_%28dwarf_planet%29,Socrates,5
898,Control_car_%28rail%29,Amazon_Rainforest,5
899,Invasion_of_Grenada,Helium,5
900,Neoclassicism,Latin_America,5
901,United_States_Declaration_of_Independence,Rome,5
902,Bible,Budapest,5
903,Magnetism,Football,5
904,Sugarcane,DVD,5
905,Train,Apple,5
906,Batman,Sony,5
907,River,The_Lion_King,5
908,Watercolor_painting,Law,5
909,Tobacco,The_Lion_King,5
910,Charles_I_of_England,Roald_Amundsen,5
911,Jaws_%28film%29,Hungary,5
912,Styracosaurus,Cookiecutter_shark,5
913,Linus_Torvalds,Brazil,5
914,Zeus,North_Korea,5
915,Nintendo,Democratic_Republic_of_the_Congo,5
916,Carrot,Uranium,5
917,Curium,Vegetable,5
918,Poison_gas_in_World_War_I,Art,5
919,Auto_racing,Antelope,5
920,Industry,Elvis_Presley,5
921,Textile,Homer,5
922,Community,Great_Wall_of_China,5
923,Blue_Wildebeest,George_W._Bush,5
924,Azerbaijan,Oregon,5
925,Bruce_Lee,Venus,5
926,Alcohol,Antarctic_krill,5
927,Chelsea_F.C.,Linguistics,5
928,Socrates,Google,5
929,Backgammon,Cotton,5
930,Holy_Roman_Empire,Egyptian_pyramids,5
931,Akbar,Forest,5
932,Down_syndrome,Boeing_747,5
933,Nintendo,Adolf_Hitler,5
934,String_theory,Turtle,5
935,Kurt_Cobain,Linguistics,5
936,Eastern_Orthodox_Church,Argon,5
937,Batman,Great_Red_Spot,5
938,Turmeric,Existentialism,5
939,Heat,Lima,5
940,Sudoku,Jupiter,5
941,Fiction,Yuri_Gagarin,5
942,Bluegrass_music,Tigris,5
943,Ku_Klux_Klan,Mars,5
944,Confucius,Solar_eclipse,5
945,Heat,Latin_America,5
946,Parsnip,Virus,5
947,Sugar,Viking,5
948,Ku_Klux_Klan,Barbados,5
949,Military_history_of_the_Soviet_Union,Vegetable,5
950,Battle_of_Moscow,Space_exploration,5
951,SR-71_Blackbird,Jamaica,5
952,Tooth_development,Nikola_Tesla,5
953,Celine_Dion,Jerusalem,5
954,Heliocentrism,Nintendo_Entertainment_System,5
955,Voting,Apatosaurus,5
956,Photosynthesis,Ape,5
957,Bolivia,Platinum,5
958,Proton,Sigmund_Freud,5
959,Rwandan_Genocide,Allah,5
960,Gaza_Strip,Drinking_water,5
961,Abbey,Citrus,5
962,Santorini,Super_Mario_64,5
963,Viking,ITunes,5
964,Charles_Babbage,Fishing,5
965,Vietnam_War,Anglicanism,5
966,Government,Science,5
967,Viking,Frog,5
968,Bulgaria,Jupiter,5
969,Pikachu,Chocolate,5
970,Batman,Watch,5
971,Korea,Wine,5
972,Go_%28board_game%29,Hungary,5
973,Tourette_syndrome,Photon,5
974,Wayne_Rooney,Space_station,5
975,Martin_Van_Buren,Socrates,5
976,Liechtenstein,Grenada,5
977,Platypus,Chocolate,5
978,Melbourne,Fidel_Castro,5
979,Pedagogy,Russia,5
980,Nintendo_Entertainment_System,Logic,5
981,Sumer,Dandelion,5
982,Red_dwarf,Sport,5
983,Red_dwarf,13th_century,5
984,Battle_of_Alesia,Ronald_Reagan,5
985,Canada,Uruguay,5
986,Fiction,Milan,5
987,Book,Amazon_River,5
988,Brighton,Music,5
989,Chocolate,Kangaroo,5
990,Chocolate,Mario,5
991,Sunol_Water_Temple,Dolphin,5
992,Morocco,Republic_of_China,5
993,Uranium,Stephen_Hawking,5
994,Ordovician,Film,5
995,Genghis_Khan,Woodrow_Wilson,5
996,Rugby_football,Semiconductor,5
997,North_Korea,Flower,5
998,Edward_Teller,Soil_science,5
999,Apollo_8,Jerusalem,5
1000,Giant_Panda,The_Beatles,5
1001,Auto_racing,Household_income_in_the_United_States,5
1002,Beijing,European_Parliament,5
1003,Frog,Potato,5
1004,Rice,Adolf_Hitler,5
1005,Lead,Money,5
1006,Crystal,Mammal,5
1007,Turkmenistan,Black_Death,5
1008,Btrieve,Dog,5
1009,Carl_Jung,Senegal,5
1010,Chromium,Meteorology,5
1011,Computer,National_Hockey_League,5
1012,Rice,Galaxy,5
1013,Napoleonic_Wars,Superman,5
1014,Gustav_Holst,Reptile,5
1015,Nutmeg,Aluminium_chloride,5
1016,Pig,Liverpool_F.C.,5
1017,I_Ching,Church_of_England,5
1018,Tin,The_Lord_of_the_Rings,5
1019,Bruce_Springsteen,Neptune,5
1020,National_Hockey_League,Solar_System,5
1021,The_Hobbit,Libya,5
1022,Sarajevo,Triassic,5
1023,Sculpture,Neptune,5
1024,Atlantic_Ocean,Wood,5
1025,Honey_bee,Fourteenth_Amendment_to_the_United_States_Constitution,5
1026,Babylonia,Cello,5
1027,IPod,Space_station,5
1028,Dover,Nintendo_Entertainment_System,5
1029,Leon_Trotsky,Sun,5
1030,Owl,Che_Guevara,5
1031,Armadillo,Iridium,5
1032,Space_Race,Tobacco,5
1033,Atom,Canada,5
1034,John_Howard,Alchemy,5
1035,Crocodile,Trigonometric_function,5
1036,Gaza_Strip,National_Hockey_League,5
1037,Space_Race,Elizabeth_I_of_England,5
1038,Arecaceae,Moon_landing,5
1039,La_Paz,Goldfish,5
1040,Art,United_States_Constitution,5
1041,Retina,Cod,5
1042,Hydrogen,Stonehenge,5
1043,Arctic,Energy,5
1044,Diego_Garcia,Reptile,5
1045,Retina,Joseph_Stalin,5
1046,Myanmar,Turmeric,5
1047,Rail_transport_in_India,Malaria,5
1048,Lightning_rod,Watch,5
1049,Zambezi,Jesus,5
1050,Lightning_rod,Natalie_Portman,5
1051,Planet,Novel,5
1052,DNA,Iron,5
1053,Frog,Ancient_Greece,5
1054,Indian_Standard_Time,Flag_of_Belarus,5
1055,GNU_Project,J._R._R._Tolkien,5
1056,Watchmen,Algebra,5
1057,Tennis,Pluto,5
1058,Giant_Panda,Jesus,5
1059,Penguin,Chemistry,5
1060,Tennis,Ku_Klux_Klan,5
1061,Mongol_Empire,Pablo_Picasso,5
1062,Global_warming,Silent_film,5
1063,Atlantic_slave_trade,Uranium,5
1064,Cape_Town,Ernest_Rutherford,5
1065,India,Pakistan,5
1066,Color_blindness,William_Shakespeare,5
1067,Psychology,Tower_of_London,5
1068,David_Hume,Hoover_Dam,5
1069,Bread,Mars,5
1070,Tuna,Autumn,5
1071,Ultimatum_game,Dubai,5
1072,Poverty,Thermodynamics,5
1073,Tobacco_smoking,Sun,5
1074,IPod,War,5
1075,The_Hobbit,Athens,5
1076,Bread,Jupiter,5
1077,Euclidean_geometry,Volcanic_pipe,5
1078,Sand_art_and_play,Windows_Vista,5
1079,Honey_bee,Tower_Bridge,5
1080,Atlantic_slave_trade,13th_century,5
1081,Kevin_Spacey,Venezuela,5
1082,Citrus,Perfect_number,5
1083,Brain,Star_Trek__The_Original_Series,4
1084,Brahman,Flag_of_South_Africa,4
1085,Mango,Video,4
1086,Romania,Cloud,4
1087,Ludwig_Wittgenstein,Flag_of_Australia,4
1088,Canal,Microsoft_Windows,4
1089,Poultry,Earth,4
1090,Turtle,Sputnik_2,4
1091,Finland,Lawn,4
1092,John_Howard,Pluto,4
1093,Johann_Pachelbel,Space_Shuttle_Challenger_disaster,4
1094,Frederick_Hamilton-Temple-Blackwood%2C_1st_Marquess_of_Dufferin_and_Ava,Water,4
1095,Bison,Trumpet,4
1096,Timbuktu,Basking_shark,4
1097,Internet,Newspaper,4
1098,United_States_Senate,Eyelid,4
1099,Vampire,Galileo_Galilei,4
1100,Mario,Fish,4
1101,Florence_Nightingale,Korea,4
1102,Van_Halen,Thulium,4
1103,Tourism,Tank,4
1104,F-35_Lightning_II,Computer_and_video_games,4
1105,Last_Supper,Heat,4
1106,Blaise_Pascal,Recycling,4
1107,Cheese,Television,4
1108,Blackjack,Drawing,4
1109,Soil_science,Black_Death,4
1110,Flag_of_South_Africa,Israel,4
1111,Meteor_shower,North_Sea,4
1112,Mars,6th_century,4
1113,Scurvy,Monarchy,4
1114,Californium,George_W._Bush,4
1115,Proxima_Centauri,Applied_mathematics,4
1116,Christmas_Island,Neptune,4
1117,Canal,Brush,4
1118,Soil_science,World_War_I,4
1119,William_Ewart_Gladstone,Red_dwarf,4
1120,Katana,France,4
1121,Yangtze_River,Silent_film,4
1122,Buddhism,Tobacco,4
1123,Van_Halen,Ancient_Greece,4
1124,Football,Black_hole,4
1125,Hugo_Wolf,Mauritius,4
1126,Dolphin,Wayne_Rooney,4
1127,Italy,Apricot,4
1128,Honey,University_of_Cambridge,4
1129,Vegetation,Baghdad,4
1130,British_English,Amazon_River,4
1131,Mary_II_of_England,Attention-deficit_hyperactivity_disorder,4
1132,Flag_of_Mexico,Harry_S._Truman,4
1133,Abraham_Lincoln,Great_Wall_of_China,4
1134,Boron,Mario,4
1135,Internet,Human_rights,4
1136,Dolphin,Israel,4
1137,History_of_the_world,China,4
1138,Slovakia,Vertebrate,4
1139,Brain,Television,4
1140,Mars_Reconnaissance_Orbiter,Yugoslavia,4
1141,Romania,Ordinary_differential_equation,4
1142,Elementary_algebra,Plutonium,4
1143,Mars_Reconnaissance_Orbiter,Fish,4
1144,Black-backed_Jackal,Mathematics,4
1145,19th_century,Volcano,4
1146,Snowdonia_National_Park,Zimbabwe,4
1147,Internet,Tijuana,4
1148,Forrest_Gump,Lemon,4
1149,Portsmouth,God,4
1150,John_Constable,Petroleum,4
1151,Katana,Quantum_mechanics,4
1152,Hubble_Space_Telescope,Agnosticism,4
1153,Boa,Afghanistan,4
1154,Hydrogen,Croatia,4
1155,WTA_Tour_Championships,Electronics,4
1156,Hydrogen,Space_Shuttle_Columbia_disaster,4
1157,Uranus,Bible,4
1158,Pond,France_in_the_American_Revolutionary_War,4
1159,Tungsten,Switzerland,4
1160,Dolphin,Liverpool,4
1161,Fine_art,Wasp,4
1162,British_English,Summer,4
1163,Postage_stamp,Cairo,4
1164,Yellowstone_National_Park,Michael_Faraday,4
1165,Massospondylus,Niger,4
1166,Egyptian_pyramids,Panama_Canal,4
1167,Blue_Wildebeest,Hubble_Space_Telescope,4
1168,Forrest_Gump,Theatre,4
1169,Poultry,Binary_star,4
1170,Ben_Nevis,Canada,4
1171,Pride_and_Prejudice,Bangladesh,4
1172,Geography,Amsterdam,4
1173,Soil_moisture,Dublin,4
1174,Osaka,Computer,4
1175,Amazon_Basin,Dubai,4
1176,Plato,Edgar_Allan_Poe,4
1177,Cheese,Cat,4
1178,Pinworm,Dominican_Republic,4
1179,Labor_Day_Hurricane_of_1935,Genghis_Khan,4
1180,Protein,Spider,4
1181,Kuwait_City,HIV,4
1182,Protein,Nutmeg,4
1183,Wikispecies,Madagascar,4
1184,Consumer_protection,William_III_of_England,4
1185,Consumer_protection,Citizenship,4
1186,RMS_Titanic,Alexander_the_Great,4
1187,Voting,Apricot,4
1188,The_X-Files,Dove,4
1189,Beetle,World_Trade_Organization,4
1190,People%27s_Republic_of_China,Emotion,4
1191,Swallow,Electron,4
1192,Textile,Latin_America,4
1193,Durham,Cultural_diversity,4
1194,Beetle,Edgar_Allan_Poe,4
1195,Penguin,Apricot,4
1196,Dr._Seuss,Bristol,4
1197,Pupil,Full_moon,4
1198,Nitrogen_cycle,Super_Mario_Bros.,4
1199,Rhodium,New_moon,4
1200,Bay_of_Bengal,Athens,4
1201,Double-decker_bus,Henry_VI_of_England,4
1202,Cotswolds,John_F._Kennedy_assassination,4
1203,Cotopaxi,Kakapo,4
1204,Wind,Nuclear_fission,4
1205,Spyware,Trumpet,4
1206,Mammoth,Pride_and_Prejudice,4
1207,Douglas_Adams,Aristotle,4
1208,Corporate_finance,Mona_Lisa,4
1209,Treasure_Island,Cuba,4
1210,Raising_the_Flag_on_Iwo_Jima,Rubidium,4
1211,Stonehenge,Darth_Vader,4
1212,Florida,Amsterdam,4
1213,Radar,Oil_reservoir,4
1214,Conflict,Politics_of_the_United_Kingdom,4
1215,Silicon,Pupil,4
1216,Theatre,Cuba,4
1217,Super_Mario_Bros.,Mesopotamia,4
1218,Bulgaria,Coffee,4
1219,Bulgaria,Henry_I_of_England,4
1220,Columbine_High_School_massacre,Whale,4
1221,Thomas_Gainsborough,Dead_Sea_scrolls,4
1222,Periodic_table,Goldfish,4
1223,Venus_and_Adonis_%28opera%29,Athens,4
1224,Krypton,Ulysses_S._Grant,4
1225,Gas,Anaconda,4
1226,Vegetable,Trans-Siberian_Railway,4
1227,Painting,Adolf_Hitler,4
1228,Treaty_of_Versailles,Egyptian_pyramids,4
1229,Pink_Pigeon,Great_Salt_Lake,4
1230,Pacific_Ocean,Thorium,4
1231,Krill,Abraham_Lincoln,4
1232,Clarinet,Zeus,4
1233,Ku_Klux_Klan,Flood,4
1234,Iron,Dinosaur,4
1235,Socrates,Hanoi,4
1236,University_of_Chicago,Leonardo_da_Vinci,4
1237,Socrates,Ammonite,4
1238,Amazon_Rainforest,Lyndon_B._Johnson,4
1239,Compsognathus,Flag_of_Australia,4
1240,Theodore_Roosevelt,1980_eruption_of_Mount_St._Helens,4
1241,Police_state,African_slave_trade,4
1242,Poetry,Money,4
1243,Tyrannosaurus,Sun,4
1244,EMD_F7,Penguin,4
1245,Common_Tern,Mathematics,4
1246,Permian,Number,4
1247,United_States_Declaration_of_Independence,Wayne_Rooney,4
1248,United_States_Declaration_of_Independence,Mummy,4
1249,Hurricane_Dennis,Aquarium,4
1250,Plant,Animation,4
1251,Commodore_64,Mao_Zedong,4
1252,Rhodium,Tanzania,4
1253,Double-decker_bus,Prostate_cancer,4
1254,TGV,Color_blindness,4
1255,Smog,Adolf_Hitler,4
1256,Bologna,Piano,4
1257,Television,Physics,4
1258,Shark,Isaac_Newton,4
1259,Lake_Tahoe,Nuclear_power,4
1260,Anarchism,Jupiter,4
1261,Senegal,Aztec,4
1262,Second_Congo_War,A_Christmas_Carol,4
1263,Principality,Citrus,4
1264,Harlem_Globetrotters,Trigonometry,4
1265,Socialism,Tanzania,4
1266,Vanilla,Dance,4
1267,Toy_Story,Photosynthesis,4
1268,Toy_Story,Adolf_Hitler,4
1269,Scotland,Paraguay,4
1270,Scotland,Pablo_Picasso,4
1271,Bologna,Sulfuric_acid,4
1272,Tasmanian_Devil,Bob_Marley,4
1273,Cuba,Edward_I_of_England,4
1274,Ice_hockey,Madrid,4
1275,Canola,Fascism,4
1276,Space_Shuttle_program,Bulgaria,4
1277,Fruit,Johannesburg,4
1278,Spain,Energy,4
1279,Jake_Gyllenhaal,Star,4
1280,Fruit,Ethanol,4
1281,Temple_of_Artemis,Tornado,4
1282,Superman,Literature,4
1283,Lake_Turkana,Paul_McCartney,4
1284,War,Berlin,4
1285,Philadelphia,Sputnik_program,4
1286,Solar_System,Tyrannosaurus,4
1287,Philadelphia,Venus,4
1288,Sociology,Romeo_and_Juliet,4
1289,Beeching_Axe,Tripoli,4
1290,The_Cat_in_the_Hat,Black_Sea,4
1291,The_Cat_in_the_Hat,Ozone,4
1292,The_Lorax,Cleopatra_VII,4
1293,Cyberpunk,Ant,4
1294,The_Lion_King,Peru,4
1295,Domesticated_turkey,Titanium,4
1296,12th_century,Guitar,4
1297,The_Lion_King,Stegosaurus,4
1298,Trimurti,Aquarium,4
1299,Silent_film,Nile,4
1300,The_Legend_of_Zelda_series,Lung_cancer,4
1301,Protoceratops,Gulf_of_Mexico,4
1302,The_Origin_of_Species,David_Beckham,4
1303,University_of_Cambridge,Meteor,4
1304,Drum_and_bass,Space_Invaders,4
1305,Protoceratops,John_F._Kennedy,4
1306,The_Legend_of_Zelda_series,Pyramid,4
1307,Protoceratops,Linux,4
1308,Fractal,Jet_engine,4
1309,Domesday_Book,Canadian_House_of_Commons,4
1310,Wasabi,Pope,4
1311,Human_rights,Science,4
1312,The_Beatles,Kuwait,4
1313,Tea,Otter,4
1314,Scooby-Doo,Dodo,4
1315,Dorset,Humpback_Whale,4
1316,Science,Pythagoras,4
1317,Dam,Vampire_bat,4
1318,Taoism,I_Want_to_Hold_Your_Hand,4
1319,Science,Great_Lakes,4
1320,Poland,Google,4
1321,Crusades,Dingo,4
1322,Action_potential,Color_blindness,4
1323,The_Beatles,List_of_circulating_currencies,4
1324,Albert_Einstein,Bill_Clinton,4
1325,Genetic_code,Latin,4
1326,The_Beatles,Sumo,4
1327,Natural_selection,Milky_Way,4
1328,London_Bridge,Antwerp,4
1329,Cambodia,Caesium,4
1330,Jamaica,Adolf_Hitler,4
1331,Pea,Sea,4
1332,Maseru,Loch_Ness,4
1333,Cambridge,Kenya,4
1334,Santa_Claus,Gliese_876_b,4
1335,Pea,Iraq_War,4
1336,Polar_ice_cap,Edward_IV_of_England,4
1337,Calvin_and_Hobbes,Poultry,4
1338,Calvin_and_Hobbes,Linear_algebra,4
1339,Thucydides,Fluorine,4
1340,Koryaksky,Osama_bin_Laden,4
1341,Albinism,Palladium,4
1342,Health,Barcelona,4
1343,Pea,Education_in_the_United_States,4
1344,Spring_Heeled_Jack,Aristotle,4
1345,Manchester,Black_hole,4
1346,Fossil_fuel,Statue_of_Zeus_at_Olympia,4
1347,Pope_Pius_XII,Henry_David_Thoreau,4
1348,Napoleon_I_of_France,Recycling,4
1349,Mathematics,AIDS,4
1350,Jump_rope,RMS_Titanic,4
1351,Flag_of_the_Republic_of_China,Philadelphia,4
1352,Ruthenium,United_Arab_Emirates,4
1353,Mexico,Cheetah,4
1354,Sigmund_Freud,Folk_music,4
1355,Banjul,England,4
1356,Mackenzie_River,Antelope,4
1357,Theatre_in_the_round,Madagascar,4
1358,Canadian_football,Henry_V_of_England,4
1359,Property,Stephen_of_England,4
1360,Estonia,Asparagus,4
1361,Tropics,Mozilla_Firefox,4
1362,Eric_Clapton,Europium,4
1363,Vatican_City,Nintendo_Entertainment_System,4
1364,Canadian_English,12th_century,4
1365,Motion_%28physics%29,Parrot,4
1366,Stained_glass,Monkey,4
1367,Magna_Carta,Christianity,4
1368,Soybean,Volleyball,4
1369,Joseph_and_the_Amazing_Technicolor_Dreamcoat,Aquarium,4
1370,Francis_Bacon,Phosphorus,4
1371,Data_Encryption_Standard,Asparagus,4
1372,Fashion,Pac-Man,4
1373,Biology,Wales,4
1374,Sparrow,Weapon,4
1375,Semiconductor_device,Tyrannosaurus,4
1376,Spanish_conquest_of_the_Inca_Empire,Gas,4
1377,Leaning_Tower_of_Pisa,Richard_Nixon,4
1378,Eyelid,Hungary,4
1379,Leaning_Tower_of_Pisa,Swastika,4
1380,Euclid,Cloud,4
1381,Pearl,Canadian_English,4
1382,British_Empire,La_Paz,4
1383,Alfred_Hitchcock,Istanbul,4
1384,Space_Shuttle_Endeavour,Crustacean,4
1385,Space_Shuttle_Endeavour,Comet_Halley,4
1386,Expressionism,Cheetah,4
1387,Oxbow_lake,Gmail,4
1388,Cactus,Anne_of_Great_Britain,4
1389,Linux,Double-decker_bus,4
1390,M1_motorway,Delhi,4
1391,Lyme_disease,Food,4
1392,Sudan,Dubai,4
1393,Set,Zebra,4
1394,Weed,Blitzkrieg,4
1395,Slavery,Bran,4
1396,Meat,Sperm_Whale,4
1397,Looney_Tunes,Sorghum,4
1398,Polonium,Roentgenium,4
1399,Speaker_of_the_British_House_of_Commons,Kuwait,4
1400,Munich,Barium,4
1401,Canada_Goose,Battle_of_Moscow,4
1402,Soil,Uruguay,4
1403,Yemen,Berlin,4
1404,Buddhist_art,Michael_Jordan,4
1405,Stegosaurus,Baboon,4
1406,Zinc_chloride,Age_of_Enlightenment,4
1407,Kangaroo,Crab_Nebula,4
1408,Passenger_Pigeon,Magnesium,4
1409,Chinyingi,90377_Sedna,4
1410,Microsoft_Windows,Great_Wall_of_China,4
1411,Chicken,Tennis,4
1412,Cloud,Piano,4
1413,Niger,Colombia,4
1414,Wellington,Muhammad,4
1415,Microsoft,Bible,4
1416,New_Zealand,Adolf_Hitler,4
1417,Graphic_novel,Political_philosophy,4
1418,Train,Central_processing_unit,4
1419,Down_syndrome,Palm_oil,4
1420,Neptune,Gull,4
1421,Cheers,Gray_reef_shark,4
1422,Electrical_resistance,African_Penguin,4
1423,Spinosaurus,Bucharest,4
1424,Microsoft_Windows,Paris,4
1425,Neil_Armstrong,Nintendo_DS,4
1426,Charles_Etienne_Brasseur_de_Bourbourg,Uranus,4
1427,Nile,Fashion,4
1428,Orca,Muhammad,4
1429,Paul_of_Tarsus,Cairo,4
1430,Virus,Mississippi_River,4
1431,Netherlands_Antilles,Korea,4
1432,Stag_beetle,Linus_Pauling,4
1433,Winter,Carnivore,4
1434,Virus,Uranus,4
1435,Cloud,Transport,4
1436,Kuwait,Peru,4
1437,Kuwait,Pluto,4
1438,Novel,Lettuce,4
1439,Christian_Bale,Greek_mythology,4
1440,Chocolate,Code_of_Hammurabi,4
1441,Water,Nintendo_Entertainment_System,4
1442,Ancient_history,Internet_Explorer,4
1443,Canterbury,Cerium,4
1444,European_Union,Odysseus,4
1445,Stingray,Periodic_table,4
1446,Alphabet,Napoleonic_Wars,4
1447,Sound,Ancient_Rome,4
1448,Caratacus,Mount_Everest,4
1449,Axe,Parrot,4
1450,All_Blacks,Child,4
1451,All_Blacks,Palm_oil,4
1452,Tony_Blair,Saint_Lucia,4
1453,Palestinian_territories,Milan,4
1454,Troodon,Alligator,4
1455,Alphabet,Quark,4
1456,Gmail,Sarajevo,4
1457,Snowy_Owl,Jupiter,4
1458,Kangaroo,Northwest_Africa,4
1459,Cane_Toad,Harry_Potter,4
1460,Gmail,CPU_cache,4
1461,Kangaroo,House,4
1462,Sound,Glass,4
1463,Sea,La_Paz,4
1464,Wikipedia,Cheese,4
1465,Music,Metal,4
1466,Tajikistan,Dolphin,4
1467,Emirate,Rain,4
1468,Multiculturalism,Entropy,4
1469,National_Hockey_League,Forest,4
1470,National_Hockey_League,Uganda,4
1471,Tree_frog,Madrid,4
1472,Winston_Churchill,Botany,4
1473,Trench_warfare,Portugal,4
1474,Nitrogen,ITunes,4
1475,H.D.,Mesopotamia,4
1476,Winston_Churchill,Moon_landing,4
1477,Music_of_Barbados,Imperial_Japanese_Navy,4
1478,Music_of_Barbados,Argon,4
1479,Black_hole,Dinosaur,4
1480,Black_hole,Achilles,4
1481,Nazism,California,4
1482,Global_warming,Ecuador,4
1483,Snowball_Earth,The_Wall_Street_Journal,4
1484,Euro,17th_century,4
1485,Climate_change,Tide,4
1486,Star_Wars,Genetic_code,4
1487,Pompeii,Bamako,4
1488,Pope_Benedict_XVI,Coin,4
1489,Star_Wars,Parrot,4
1490,Velociraptor,Volcano,4
1491,Chromium,Nuclear_power,4
1492,Westminster_System,Emotion,4
1493,Christianity,Coconut_crab,4
1494,Sand,Kosovo,4
1495,Sand,Michelangelo,4
1496,Carrot,West_Virginia,4
1497,Spanish_language,Mountain_Gorilla,4
1498,Amazon_parrot,Coriander,4
1499,Antarctic_krill,Ghana,4
1500,Apple,Robinson_Crusoe,4
1501,Chemistry,English_language,4
1502,Radish,Archbishop_of_Canterbury,4
1503,Menstrual_cycle,Hurricane_Ivan,4
1504,Apostolic_Succession,Algorithm,4
1505,Star_Wars,Sikhism,4
1506,Colombia,Weed,4
1507,Arsenal_F.C.,Kuwait_City,4
1508,Alfred_Nobel,Berlin_Wall,4
1509,Haemophilia,Fertilizer,4
1510,Schizophrenia,Flood,4
1511,Obi-Wan_Kenobi,Fashion,4
1512,Acid_rain,Biodiversity,4
1513,Continent,Nintendo_Entertainment_System,4
1514,Oregano,Nuclear_fission,4
1515,Constitutional_monarchy,Phosphorus,4
1516,Diffuse_interstellar_band,Heat,4
1517,Zebra,Copenhagen,4
1518,Scattered_disc,Finance,4
1519,Hannibal_Barca,Bill_Clinton,4
1520,Computer,Harry_Potter,4
1521,Rice,Steel,4
1522,History,Ancient_Greece,4
1523,Colombia,Menthol,4
1524,Colombia,Gliese_876_d,4
1525,Babylonia,Abu_Dhabi,4
1526,Ganesha,Velociraptor,4
1527,Irrigation,Haemophilia,4
1528,Red_Sea,United_States_House_of_Representatives,4
1529,Anarcho-capitalism,Winston_Churchill,4
1530,Heliocentrism,Baghdad,4
1531,Heliocentrism,Arsenic,4
1532,Quark,Iceland,4
1533,Chew_Valley_Lake,Muhammad,4
1534,Pony,Stephen_Hawking,4
1535,Calculus,Beijing,4
1536,Andorra,Comet_Shoemaker-Levy_9,4
1537,Boolean_logic,Bible,4
1538,German_reunification,History,4
1539,Book,Bald_Eagle,4
1540,Analytical_Marxism,Algebra,4
1541,Brazil,Bohrium,4
1542,Maya_civilization,Gaza_Strip,4
1543,Bolivia,Henry_IV_of_England,4
1544,Sun,Africa,4
1545,Galaxy,House,4
1546,Sun,Television,4
1547,Celine_Dion,Nile,4
1548,OpenOffice.org,Fishing,4
1549,Canada,Genghis_Khan,4
1550,Hawk-Eye,Bull_shark,4
1551,Sonic_the_Hedgehog_%28character%29,Juvenile_delinquency,4
1552,Hawk-Eye,Buddha,4
1553,Luxembourg,Dominican_Republic,4
1554,Ice_sheet,Clarinet,4
1555,Ice_sheet,Paul_McCartney,4
1556,Cat,Copper,4
1557,Amazon_River,Great_white_shark,4
1558,Amazon_River,Mathematics,4
1559,Peregrine_Falcon,Guitar,4
1560,Peregrine_Falcon,Gender,4
1561,Hebrides,Machu_Picchu,4
1562,Moon_landing,Sun,4
1563,Ragtime,Police,4
1564,Carbon,Denmark,4
